Timestamp,ProductionOrderID,LineID,EquipmentID,EquipmentType,ProductID,ProductName,MachineStatus,DowntimeReason,GoodUnitsProduced,ScrapUnitsProduced,TargetRate_units_per_5min,StandardCost_per_unit,SalePrice_per_unit,Availability_Score,Performance_Score,Quality_Score,OEE_Score,Energy_Consumption_kWh
2025-06-01 14:15:00,ORD-1071,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,15,1,600,0.1,0.35,100.0,10.2,93.8,9.5,0
2025-06-01 14:20:00,ORD-1072,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,1,0,600,0.1,0.35,100.0,0.4,100.0,0.4,0
2025-06-01 14:30:00,ORD-1074,LINE3,LINE3-FIL,Filler,UNKNOWN,Unknown Product,Stopped,,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 14:35:00,ORD-1075,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,1,0,500,0.15,0.5,100.0,0.6,100.0,0.6,0
2025-06-01 14:40:00,ORD-1076,LINE1,LINE1-FIL,Filler,UNKNOWN,Unknown Product,Stopped,valve_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 14:40:00,ORD-1076,LINE3,LINE3-FIL,Filler,UNKNOWN,Unknown Product,Running,,0,0,350,0.45,1.5,100.0,0.0,0.0,0.0,0
2025-06-01 14:45:00,ORD-1077,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,5,0,600,0.1,0.35,100.0,11.3,100.0,11.3,0
2025-06-01 14:50:00,ORD-1078,LINE3,LINE3-FIL,Filler,UNKNOWN,Unknown Product,Running,,0,0,350,0.45,1.5,100.0,0.0,0.0,0.0,0
2025-06-01 14:55:00,ORD-1079,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,9,0,600,0.1,0.35,60.4,110.0,100.0,66.5,0
2025-06-01 15:00:00,ORD-1080,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,1,0,500,0.15,0.5,0.0,0.6,100.0,0.0,0
2025-06-01 15:00:00,ORD-1080,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,16,1,600,0.1,0.35,100.0,10.8,94.1,10.2,0
2025-06-01 15:05:00,ORD-1081,LINE1,LINE1-FIL,Filler,UNKNOWN,Unknown Product,Stopped,valve_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 15:05:00,ORD-1081,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,8,1,600,0.1,0.35,100.0,2.6,88.9,2.3,0
2025-06-01 15:15:00,ORD-1083,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,12,0,600,0.1,0.35,100.0,7.6,100.0,7.6,0
2025-06-01 15:15:00,ORD-1083,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,2,0,600,0.1,0.35,100.0,1.2,100.0,1.2,0
2025-06-01 15:20:00,ORD-1084,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,8,0,600,0.1,0.35,50.3,6.6,100.0,3.3,0
2025-06-01 15:20:00,ORD-1084,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,17,0,600,0.1,0.35,100.0,10.3,100.0,10.3,0
2025-06-01 15:25:00,ORD-1085,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,2,0,600,0.1,0.35,16.6,2.5,100.0,0.4,0
2025-06-01 15:25:00,ORD-1085,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,7,0,600,0.1,0.35,100.0,2.0,100.0,2.0,0
2025-06-01 15:30:00,ORD-1086,LINE1,LINE1-FIL,Filler,UNKNOWN,Unknown Product,Running,,0,0,350,0.45,1.5,0.0,0.0,0.0,0.0,0
2025-06-01 15:30:00,ORD-1086,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Running,,0,0,350,0.45,1.5,100.0,0.0,0.0,0.0,0
2025-06-01 15:30:00,ORD-1086,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,13,3,600,0.1,0.35,100.0,10.2,81.2,8.3,0
2025-06-01 15:30:00,ORD-1086,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,seal_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 15:35:00,ORD-1087,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,17,2,500,0.15,0.5,100.0,10.6,89.5,9.4,0
2025-06-01 15:35:00,ORD-1087,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 15:35:00,ORD-1087,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,micro_stops,1,0,600,0.1,0.35,69.7,0.5,100.0,0.4,0
2025-06-01 15:40:00,ORD-1088,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,quality_deviation,6,0,500,0.15,0.5,60.9,2.5,100.0,1.5,0
2025-06-01 15:40:00,ORD-1088,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,6,2,600,0.1,0.35,100.0,10.0,75.0,7.5,0
2025-06-01 15:40:00,ORD-1088,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Stopped,,10,0,600,0.1,0.35,0.0,10.1,100.0,0.0,0
2025-06-01 15:55:00,ORD-1091,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,14,0,500,0.15,0.5,100.0,7.8,100.0,7.8,0
2025-06-01 15:55:00,ORD-1091,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,14,0,500,0.15,0.5,0.0,7.5,100.0,0.0,0
2025-06-01 16:00:00,ORD-1092,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,1,0,500,0.15,0.5,100.0,0.6,100.0,0.6,0
2025-06-01 16:00:00,ORD-1092,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 16:15:00,ORD-1095,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,7,0,500,0.15,0.5,100.0,3.9,100.0,3.9,0
2025-06-01 16:15:00,ORD-1095,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,7,0,500,0.15,0.5,0.0,3.7,100.0,0.0,0
2025-06-01 16:20:00,ORD-1096,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,16,2,500,0.15,0.5,100.0,10.0,88.9,8.9,0
2025-06-01 16:20:00,ORD-1096,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,19,0,500,0.15,0.5,100.0,10.1,100.0,10.1,0
2025-06-01 16:20:00,ORD-1096,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Stopped,,12,0,600,0.1,0.35,100.0,9.5,100.0,9.5,0
2025-06-01 16:25:00,ORD-1097,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,16,1,500,0.15,0.5,100.0,9.4,94.1,8.9,0
2025-06-01 16:25:00,ORD-1097,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,18,1,500,0.15,0.5,100.0,10.1,94.7,9.6,0
2025-06-01 16:25:00,ORD-1097,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,3,0,600,0.1,0.35,100.0,1.9,100.0,1.9,0
2025-06-01 16:25:00,ORD-1097,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,2,0,600,0.1,0.35,100.0,1.2,100.0,1.2,0
2025-06-01 16:30:00,ORD-1098,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,3,2,500,0.15,0.5,100.0,1.0,60.0,0.6,0
2025-06-01 16:30:00,ORD-1098,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,seal_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 16:30:00,ORD-1098,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,16,0,600,0.1,0.35,100.0,8.8,100.0,8.8,0
2025-06-01 16:30:00,ORD-1098,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 16:35:00,ORD-1099,LINE1,LINE1-FIL,Filler,UNKNOWN,Unknown Product,Running,,0,0,350,0.45,1.5,100.0,0.0,0.0,0.0,0
2025-06-01 16:35:00,ORD-1099,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,1,0,500,0.15,0.5,0.0,0.5,100.0,0.0,0
2025-06-01 16:35:00,ORD-1099,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,4,0,600,0.1,0.35,100.0,10.7,100.0,10.7,0
2025-06-01 16:35:00,ORD-1099,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Stopped,,4,0,600,0.1,0.35,0.0,11.8,100.0,0.0,0
2025-06-01 16:40:00,ORD-1000,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,micro_stops,1,0,500,0.15,0.5,65.0,9.0,100.0,5.9,0
2025-06-01 16:40:00,ORD-1000,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,sensor_issue,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 16:45:00,ORD-1001,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,16,2,500,0.15,0.5,100.0,10.0,88.9,8.9,0
2025-06-01 16:45:00,ORD-1001,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,10,0,500,0.15,0.5,100.0,12.7,100.0,12.7,0
2025-06-01 16:45:00,ORD-1001,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,19,0,500,0.15,0.5,0.0,10.1,100.0,0.0,0
2025-06-01 16:45:00,ORD-1001,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,9,0,600,0.1,0.35,100.0,5.7,100.0,5.7,0
2025-06-01 16:45:00,ORD-1001,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,10,0,600,0.1,0.35,100.0,6.1,100.0,6.1,0
2025-06-01 16:50:00,ORD-1002,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,1,1,500,0.15,0.5,100.0,1.0,50.0,0.5,0
2025-06-01 16:50:00,ORD-1002,LINE1,LINE1-PAL,Palletizer,UNKNOWN,Unknown Product,Stopped,,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 16:50:00,ORD-1002,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 16:50:00,ORD-1002,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,6,0,600,0.1,0.35,40.5,6.3,100.0,2.6,0
2025-06-01 16:50:00,ORD-1002,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,14,2,600,0.1,0.35,100.0,9.7,87.5,8.5,0
2025-06-01 16:55:00,ORD-1003,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,6,0,500,0.15,0.5,100.0,3.3,100.0,3.3,0
2025-06-01 16:55:00,ORD-1003,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,6,0,500,0.15,0.5,100.0,10.9,100.0,10.9,0
2025-06-01 16:55:00,ORD-1003,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,7,0,500,0.15,0.5,0.0,3.7,100.0,0.0,0
2025-06-01 16:55:00,ORD-1003,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,12,0,600,0.1,0.35,100.0,6.4,100.0,6.4,0
2025-06-01 16:55:00,ORD-1003,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 17:00:00,ORD-1004,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,16,1,500,0.15,0.5,100.0,9.4,94.1,8.9,0
2025-06-01 17:00:00,ORD-1004,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Stopped,,20,0,500,0.15,0.5,100.0,10.9,100.0,10.9,0
2025-06-01 17:00:00,ORD-1004,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,17,1,500,0.15,0.5,100.0,9.6,94.4,9.1,0
2025-06-01 17:05:00,ORD-1005,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,17,2,500,0.15,0.5,100.0,10.6,89.5,9.4,0
2025-06-01 17:05:00,ORD-1005,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Stopped,,18,0,500,0.15,0.5,100.0,9.9,100.0,9.9,0
2025-06-01 17:05:00,ORD-1005,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,18,1,500,0.15,0.5,100.0,10.1,94.7,9.6,0
2025-06-01 17:05:00,ORD-1005,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,4,0,600,0.1,0.35,100.0,8.2,100.0,8.2,0
2025-06-01 17:05:00,ORD-1005,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Stopped,,5,0,600,0.1,0.35,0.0,10.4,100.0,0.0,0
2025-06-01 17:10:00,ORD-1006,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,16,1,500,0.15,0.5,100.0,9.4,94.1,8.9,0
2025-06-01 17:10:00,ORD-1006,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,16,0,500,0.15,0.5,100.0,9.8,100.0,9.8,0
2025-06-01 17:10:00,ORD-1006,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,17,2,500,0.15,0.5,100.0,10.1,89.5,9.1,0
2025-06-01 17:15:00,ORD-1007,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,16,2,500,0.15,0.5,100.0,10.0,88.9,8.9,0
2025-06-01 17:15:00,ORD-1007,LINE1,LINE1-PAL,Palletizer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 17:15:00,ORD-1007,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,13,1,500,0.15,0.5,72.6,2.2,92.9,1.5,0
2025-06-01 17:20:00,ORD-1008,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,3,0,500,0.15,0.5,100.0,0.4,100.0,0.4,0
2025-06-01 17:20:00,ORD-1008,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 17:20:00,ORD-1008,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,10,1,600,0.1,0.35,100.0,7.0,90.9,6.3,0
2025-06-01 17:20:00,ORD-1008,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,12,1,600,0.1,0.35,100.0,7.9,92.3,7.3,0
2025-06-01 17:25:00,ORD-1009,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,15,1,600,0.1,0.35,100.0,10.2,93.8,9.5,0
2025-06-01 17:25:00,ORD-1009,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,16,0,600,0.1,0.35,100.0,9.7,100.0,9.7,0
2025-06-01 17:30:00,ORD-1010,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,1,0,500,0.15,0.5,100.0,0.6,100.0,0.6,0
2025-06-01 17:30:00,ORD-1010,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,1,0,500,0.15,0.5,0.0,0.5,100.0,0.0,0
2025-06-01 17:30:00,ORD-1010,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,9,1,600,0.1,0.35,60.8,3.7,90.0,2.0,0
2025-06-01 17:30:00,ORD-1010,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,17,0,600,0.1,0.35,100.0,10.3,100.0,10.3,0
2025-06-01 17:35:00,ORD-1011,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,8,1,500,0.15,0.5,71.0,40.1,88.9,25.3,0
2025-06-01 17:35:00,ORD-1011,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,9,0,500,0.15,0.5,0.0,4.4,100.0,0.0,0
2025-06-01 17:35:00,ORD-1011,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,7,1,500,0.15,0.5,100.0,37.9,87.5,33.2,0
2025-06-01 17:35:00,ORD-1011,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,13,3,600,0.1,0.35,100.0,10.2,81.2,8.3,0
2025-06-01 17:35:00,ORD-1011,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,15,1,600,0.1,0.35,100.0,9.7,93.8,9.1,0
2025-06-01 17:40:00,ORD-1012,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,1,0,500,0.15,0.5,100.0,1.2,100.0,1.2,0
2025-06-01 17:40:00,ORD-1012,LINE1,LINE1-PAL,Palletizer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 17:40:00,ORD-1012,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 17:40:00,ORD-1012,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Stopped,,11,1,600,0.1,0.35,100.0,3.2,91.7,2.9,0
2025-06-01 17:40:00,ORD-1012,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,seal_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 17:50:00,ORD-1014,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,1,0,500,0.15,0.5,100.0,5.8,100.0,5.8,0
2025-06-01 17:50:00,ORD-1014,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Stopped,,1,0,500,0.15,0.5,0.0,5.9,100.0,0.0,0
2025-06-01 17:50:00,ORD-1014,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,11,1,600,0.1,0.35,100.0,7.6,91.7,7.0,0
2025-06-01 17:50:00,ORD-1014,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,14,0,600,0.1,0.35,0.0,8.5,100.0,0.0,0
2025-06-01 17:55:00,ORD-1015,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,15,0,600,0.1,0.35,100.0,9.5,100.0,9.5,0
2025-06-01 17:55:00,ORD-1015,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,13,3,600,0.1,0.35,100.0,10.0,81.2,8.1,0
2025-06-01 17:55:00,ORD-1015,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,14,3,600,0.1,0.35,100.0,10.3,82.4,8.5,0
2025-06-01 18:00:00,ORD-1016,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,17,0,500,0.15,0.5,100.0,9.4,100.0,9.4,0
2025-06-01 18:00:00,ORD-1016,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,17,1,500,0.15,0.5,0.0,8.7,94.4,0.0,0
2025-06-01 18:00:00,ORD-1016,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,14,3,500,0.15,0.5,100.0,9.1,82.4,7.5,0
2025-06-01 18:00:00,ORD-1016,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,15,2,600,0.1,0.35,100.0,10.8,88.2,9.5,0
2025-06-01 18:00:00,ORD-1016,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,16,1,600,0.1,0.35,100.0,13.5,94.1,12.7,0
2025-06-01 18:00:00,ORD-1016,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,17,0,600,0.1,0.35,100.0,10.3,100.0,10.3,0
2025-06-01 18:05:00,ORD-1017,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,17,1,500,0.15,0.5,100.0,10.0,94.4,9.4,0
2025-06-01 18:05:00,ORD-1017,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,21,0,500,0.15,0.5,100.0,10.2,100.0,10.2,0
2025-06-01 18:05:00,ORD-1017,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,19,0,500,0.15,0.5,100.0,10.1,100.0,10.1,0
2025-06-01 18:05:00,ORD-1017,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,12,3,600,0.1,0.35,100.0,9.5,80.0,7.6,0
2025-06-01 18:05:00,ORD-1017,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,16,1,600,0.1,0.35,100.0,10.6,94.1,9.9,0
2025-06-01 18:05:00,ORD-1017,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,15,2,600,0.1,0.35,100.0,10.3,88.2,9.1,0
2025-06-01 18:10:00,ORD-1018,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,9,0,500,0.15,0.5,100.0,2.0,100.0,2.0,0
2025-06-01 18:10:00,ORD-1018,LINE1,LINE1-PAL,Palletizer,UNKNOWN,Unknown Product,Stopped,jam,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 18:10:00,ORD-1018,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Stopped,,7,0,500,0.15,0.5,100.0,1.7,100.0,1.7,0
2025-06-01 18:10:00,ORD-1018,LINE3,LINE3-FIL,Filler,UNKNOWN,Unknown Product,Stopped,sensor_issue,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 18:10:00,ORD-1018,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Stopped,,7,0,600,0.1,0.35,100.0,6.4,100.0,6.4,0
2025-06-01 18:10:00,ORD-1018,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Stopped,,8,0,600,0.1,0.35,100.0,1.1,100.0,1.1,0
2025-06-01 18:20:00,ORD-1020,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,8,0,600,0.1,0.35,0.0,5.1,100.0,0.0,0
2025-06-01 18:20:00,ORD-1020,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Stopped,,5,1,600,0.1,0.35,100.0,9.2,83.3,7.6,0
2025-06-01 18:20:00,ORD-1020,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,6,1,600,0.1,0.35,100.0,16.2,85.7,13.9,0
2025-06-01 18:25:00,ORD-1021,LINE3,LINE3-FIL,Filler,UNKNOWN,Unknown Product,Stopped,valve_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 18:25:00,ORD-1021,LINE3,LINE3-PAL,Palletizer,UNKNOWN,Unknown Product,Stopped,,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 18:25:00,ORD-1021,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 18:30:00,ORD-1022,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,13,0,500,0.15,0.5,100.0,7.2,100.0,7.2,0
2025-06-01 18:30:00,ORD-1022,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,13,2,500,0.15,0.5,0.0,7.3,86.7,0.0,0
2025-06-01 18:30:00,ORD-1022,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,10,4,500,0.15,0.5,100.0,7.5,71.4,5.3,0
2025-06-01 18:35:00,ORD-1023,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,16,2,500,0.15,0.5,100.0,10.0,88.9,8.9,0
2025-06-01 18:35:00,ORD-1023,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,19,1,500,0.15,0.5,100.0,9.7,95.0,9.2,0
2025-06-01 18:35:00,ORD-1023,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,18,1,500,0.15,0.5,100.0,10.1,94.7,9.6,0
2025-06-01 18:40:00,ORD-1024,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,2,0,500,0.15,0.5,100.0,0.6,100.0,0.6,0
2025-06-01 18:40:00,ORD-1024,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Stopped,,9,0,500,0.15,0.5,100.0,2.0,100.0,2.0,0
2025-06-01 18:40:00,ORD-1024,LINE1,LINE1-PCK,Packer,UNKNOWN,Unknown Product,Stopped,seal_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 18:45:00,ORD-1025,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,7,0,500,0.15,0.5,100.0,3.9,100.0,3.9,0
2025-06-01 18:45:00,ORD-1025,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,4,0,500,0.15,0.5,100.0,7.6,100.0,7.6,0
2025-06-01 18:45:00,ORD-1025,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,6,1,500,0.15,0.5,0.0,3.7,85.7,0.0,0
2025-06-01 18:50:00,ORD-1026,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Stopped,,17,0,500,0.15,0.5,100.0,7.2,100.0,7.2,0
2025-06-01 18:50:00,ORD-1026,LINE1,LINE1-PAL,Palletizer,UNKNOWN,Unknown Product,Stopped,software_fault,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0
2025-06-01 18:50:00,ORD-1026,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Stopped,,15,1,500,0.15,0.5,100.0,7.1,93.8,6.7,0
