Timestamp,ProductionOrderID,LineID,EquipmentID,EquipmentType,ProductID,ProductName,MachineStatus,DowntimeReason,GoodUnitsProduced,ScrapUnitsProduced,TargetRate_units_per_5min,StandardCost_per_unit,SalePrice_per_unit,Availability_Score,Performance_Score,Quality_Score,OEE_Score,Energy_Consumption_kWh,variant_id
2025-06-03 22:55:00,ORD-1051,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,91,4,600,0.1,0.35,100.0,33.93000000000001,95.8,32.504940000000005,0,2
2025-06-03 23:00:00,ORD-1052,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,179,6,600,0.1,0.35,80.0,99.0,96.8,76.6656,0,2
2025-06-03 23:05:00,ORD-1053,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,248,2,600,0.1,0.35,100.0,89.28,99.2,88.56576,0,2
2025-06-03 23:10:00,ORD-1054,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,major_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0,2
2025-06-03 23:25:00,ORD-1057,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,208,2,600,0.1,0.35,100.0,74.97,99.0,74.2203,0,1
2025-06-03 23:30:00,ORD-1058,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,249,4,600,0.1,0.35,100.0,90.36000000000001,98.4,88.91424000000002,0,1
2025-06-03 23:35:00,ORD-1059,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,45,1,500,0.15,0.5,100.0,15.390000000000002,97.8,15.051420000000002,0,1
2025-06-03 23:35:00,ORD-1059,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,54,0,500,0.15,0.5,100.0,15.75,100.0,15.75,0,1
2025-06-03 23:35:00,ORD-1059,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,25,1,450,0.35,1.5,100.0,8.55,96.2,8.225100000000001,0,1
2025-06-03 23:35:00,ORD-1059,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,161,9,450,0.35,1.5,100.0,56.07,94.7,53.098290000000006,0,2
2025-06-03 23:35:00,ORD-1059,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,202,0,450,0.35,1.5,100.0,69.3,100.0,69.3,0,1
2025-06-03 23:35:00,ORD-1059,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,14,0,450,0.35,1.5,100.0,4.95,100.0,4.95,0,2
2025-06-03 23:35:00,ORD-1059,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,14,0,600,0.1,0.35,100.0,5.22,100.0,5.22,0,1
2025-06-03 23:35:00,ORD-1059,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,12,0,600,0.1,0.35,100.0,4.5,100.0,4.5,0,2
2025-06-03 23:35:00,ORD-1059,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,7,0,600,0.1,0.35,100.0,2.25,100.0,2.25,0,1
2025-06-03 23:35:00,ORD-1059,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,244,7,600,0.1,0.35,100.0,89.64,97.2,87.13008,0,1
2025-06-03 23:40:00,ORD-1060,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,264,5,500,0.15,0.5,100.0,89.82,98.1,88.11341999999999,0,1
2025-06-03 23:40:00,ORD-1060,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,171,2,500,0.15,0.5,100.0,57.78,98.8,57.08664,0,2
2025-06-03 23:40:00,ORD-1060,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,308,1,500,0.15,0.5,100.0,90.27,99.7,89.99919,0,1
2025-06-03 23:40:00,ORD-1060,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,128,1,500,0.15,0.5,100.0,37.71,99.2,37.40832,0,2
2025-06-03 23:40:00,ORD-1060,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,142,1,500,0.15,0.5,100.0,45.99,99.3,45.66807,0,1
2025-06-03 23:40:00,ORD-1060,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,142,1,500,0.15,0.5,100.0,45.99,99.3,45.66807,0,2
2025-06-03 23:40:00,ORD-1060,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,266,7,450,0.35,1.5,100.0,90.0,97.4,87.66,0,1
2025-06-03 23:40:00,ORD-1060,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,48,2,450,0.35,1.5,80.0,82.44,96.0,63.313919999999996,0,2
2025-06-03 23:40:00,ORD-1060,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,258,3,450,0.35,1.5,100.0,89.46000000000001,98.9,88.47594000000001,0,1
2025-06-03 23:40:00,ORD-1060,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,195,2,450,0.35,1.5,100.0,67.5,99.0,66.825,0,2
2025-06-03 23:40:00,ORD-1060,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,209,8,450,0.35,1.5,100.0,76.41000000000001,96.3,73.58283,0,1
2025-06-03 23:40:00,ORD-1060,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,251,6,450,0.35,1.5,100.0,90.53999999999999,97.7,88.45758000000001,0,2
2025-06-03 23:40:00,ORD-1060,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,237,5,600,0.1,0.35,100.0,90.18,97.9,88.28622,0,1
2025-06-03 23:40:00,ORD-1060,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,236,5,600,0.1,0.35,100.0,89.82,97.9,87.93378,0,2
2025-06-03 23:40:00,ORD-1060,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,277,3,600,0.1,0.35,100.0,90.0,98.9,89.01,0,1
2025-06-03 23:40:00,ORD-1060,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,139,0,600,0.1,0.35,100.0,44.64,100.0,44.64,0,2
2025-06-03 23:40:00,ORD-1060,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,246,4,600,0.1,0.35,100.0,89.28,98.4,87.85152000000001,0,1
2025-06-03 23:45:00,ORD-1061,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,267,2,500,0.15,0.5,100.0,89.82,99.3,89.19126,0,1
2025-06-03 23:45:00,ORD-1061,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,265,5,500,0.15,0.5,100.0,90.18,98.1,88.46658,0,2
2025-06-03 23:45:00,ORD-1061,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,306,1,500,0.15,0.5,100.0,89.73,99.7,89.46081,0,1
2025-06-03 23:45:00,ORD-1061,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,232,3,500,0.15,0.5,80.0,99.0,98.7,78.1704,0,2
2025-06-03 23:45:00,ORD-1061,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,276,3,500,0.15,0.5,100.0,89.64,98.9,88.65396000000001,0,1
2025-06-03 23:45:00,ORD-1061,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,278,2,500,0.15,0.5,100.0,90.0,99.3,89.37,0,2
2025-06-03 23:45:00,ORD-1061,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,263,11,450,0.35,1.5,100.0,90.36000000000001,96.0,86.74560000000002,0,1
2025-06-03 23:45:00,ORD-1061,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,263,9,450,0.35,1.5,100.0,89.64,96.7,86.68188,0,2
2025-06-03 23:45:00,ORD-1061,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,177,2,450,0.35,1.5,80.0,99.0,98.9,78.3288,0,1
2025-06-03 23:45:00,ORD-1061,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,260,1,450,0.35,1.5,100.0,89.46000000000001,99.6,89.10216,0,2
2025-06-03 23:45:00,ORD-1061,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,251,4,450,0.35,1.5,100.0,89.82,98.4,88.38288,0,1
2025-06-03 23:45:00,ORD-1061,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,190,5,450,0.35,1.5,80.0,99.0,97.4,77.1408,0,2
2025-06-03 23:45:00,ORD-1061,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,231,10,600,0.1,0.35,100.0,89.82,95.9,86.13738000000001,0,1
2025-06-03 23:45:00,ORD-1061,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,239,4,600,0.1,0.35,100.0,90.53999999999999,98.4,89.09136000000001,0,2
2025-06-03 23:45:00,ORD-1061,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,277,2,600,0.1,0.35,100.0,89.64,99.3,89.01252,0,1
2025-06-03 23:45:00,ORD-1061,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,277,4,600,0.1,0.35,100.0,90.36000000000001,98.6,89.09496000000001,0,2
2025-06-03 23:45:00,ORD-1061,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,major_failure,0,0,350,0.45,1.5,100.0,0.0,100.0,0.0,0,1
2025-06-03 23:50:00,ORD-1062,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,123,1,500,0.15,0.5,80.0,99.0,99.2,78.5664,0,1
2025-06-03 23:50:00,ORD-1062,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,262,8,500,0.15,0.5,100.0,90.18,97.0,87.4746,0,2
2025-06-03 23:50:00,ORD-1062,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,306,2,500,0.15,0.5,100.0,90.0,99.4,89.46,0,1
2025-06-03 23:50:00,ORD-1062,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,306,1,500,0.15,0.5,100.0,89.73,99.7,89.46081,0,2
2025-06-03 23:50:00,ORD-1062,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,278,3,500,0.15,0.5,100.0,90.36000000000001,98.9,89.36604000000003,0,1
2025-06-03 23:50:00,ORD-1062,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,278,2,500,0.15,0.5,100.0,90.0,99.3,89.37,0,2
2025-06-03 23:50:00,ORD-1062,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,128,4,450,0.35,1.5,80.0,99.0,97.0,76.824,0,1
2025-06-03 23:50:00,ORD-1062,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,266,7,450,0.35,1.5,100.0,90.0,97.4,87.66,0,2
2025-06-03 23:50:00,ORD-1062,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,260,3,450,0.35,1.5,100.0,90.18,98.9,89.18802000000001,0,1
2025-06-03 23:50:00,ORD-1062,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,261,1,450,0.35,1.5,100.0,89.82,99.6,89.46072,0,2
2025-06-03 23:50:00,ORD-1062,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,251,4,450,0.35,1.5,100.0,89.82,98.4,88.38288,0,1
2025-06-03 23:50:00,ORD-1062,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,254,2,450,0.35,1.5,100.0,90.18,99.2,89.45855999999999,0,2
2025-06-03 23:50:00,ORD-1062,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,231,10,600,0.1,0.35,100.0,89.82,95.9,86.13738000000001,0,1
2025-06-03 23:50:00,ORD-1062,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,239,3,600,0.1,0.35,100.0,90.18,98.8,89.09784,0,2
2025-06-03 23:50:00,ORD-1062,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,276,4,600,0.1,0.35,100.0,90.0,98.6,88.74,0,1
