Timestamp,ProductionOrderID,LineID,EquipmentID,EquipmentType,ProductID,ProductName,MachineStatus,DowntimeReason,GoodUnitsProduced,ScrapUnitsProduced,TargetRate_units_per_5min,StandardCost_per_unit,SalePrice_per_unit,Availability_Score,Performance_Score,Quality_Score,OEE_Score,Energy_Consumption_kWh,variant_id
2025-06-01 23:35:00,ORD-1083,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,15,0,600,0.1,0.35,100,4.743,95.0,4.50585,0,1
2025-06-01 23:40:00,ORD-1084,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,89,1,500,0.15,0.5,100,23.179499999999997,93.955,21.778299224999998,0,1
2025-06-01 23:40:00,ORD-1084,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,60,1,500,0.15,0.5,100,15.147,93.48,14.1594156,0,1
2025-06-01 23:40:00,ORD-1084,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,142,1,500,0.15,0.5,100,39.0915,94.335,36.876966525,0,1
2025-06-01 23:40:00,ORD-1084,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,164,1,450,0.35,1.5,100,46.205999999999996,94.43,43.6323258,0,1
2025-06-01 23:40:00,ORD-1084,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,192,0,450,0.35,1.5,100,55.921499999999995,95.0,53.125425,0,1
2025-06-01 23:40:00,ORD-1084,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,211,3,450,0.35,1.5,100,64.107,93.66999999999999,60.04902689999999,0,1
2025-06-01 23:40:00,ORD-1084,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,235,8,600,0.1,0.35,100,76.95899999999999,91.865,70.69838534999998,0,1
2025-06-01 23:40:00,ORD-1084,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,141,1,600,0.1,0.35,100,38.7855,94.335,36.588301425,0,1
2025-06-01 23:40:00,ORD-1084,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,219,4,600,0.1,0.35,100,67.7025,93.28999999999999,63.15966225,0,1
2025-06-01 23:45:00,ORD-1085,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,293,6,500,0.15,0.5,100,76.88250000000001,93.1,71.57760750000001,0,1
2025-06-01 23:45:00,ORD-1085,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,306,1,500,0.15,0.5,100,76.2705,94.715,72.239604075,0,1
2025-06-01 23:45:00,ORD-1085,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,277,2,500,0.15,0.5,100,76.194,94.335,71.87760990000001,0,1
2025-06-01 23:45:00,ORD-1085,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,268,5,450,0.35,1.5,100,76.5,93.28999999999999,71.36684999999999,0,1
2025-06-01 23:45:00,ORD-1085,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,261,2,450,0.35,1.5,100,76.653,94.24,72.2377872,0,1
2025-06-01 23:45:00,ORD-1085,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,249,7,450,0.35,1.5,100,76.653,92.43499999999999,70.85420055,0,1
2025-06-01 23:45:00,ORD-1085,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,232,10,600,0.1,0.35,100,76.653,91.105,69.83471565,0,1
2025-06-01 23:45:00,ORD-1085,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,280,2,600,0.1,0.35,100,77.03550000000001,94.335,72.671438925,0,1
2025-06-01 23:45:00,ORD-1085,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,249,3,600,0.1,0.35,100,76.5,93.86,71.8029,0,1
2025-06-01 23:50:00,ORD-1086,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,294,3,500,0.15,0.5,100,76.347,94.05,71.80435349999999,0,1
2025-06-01 23:50:00,ORD-1086,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,307,1,500,0.15,0.5,100,76.5,94.715,72.456975,0,1
