Timestamp,ProductionOrderID,LineID,EquipmentID,EquipmentType,ProductID,ProductName,MachineStatus,DowntimeReason,GoodUnitsProduced,ScrapUnitsProduced,TargetRate_units_per_5min,StandardCost_per_unit,SalePrice_per_unit,Availability_Score,Performance_Score,Quality_Score,OEE_Score,Energy_Consumption_kWh,variant_id
2025-06-01 21:45:00,ORD-1061,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,23,0,600,0.1,0.35,100.0,7.348249999999999,95.0,6.9808375,0,1
2025-06-01 21:50:00,ORD-1062,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,46,2,600,0.1,0.35,100.0,15.3425,91.00999999999999,13.96320925,0,1
2025-06-01 21:55:00,ORD-1063,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,48,0,600,0.1,0.35,100.0,15.3425,95.0,14.575375,0,1
2025-06-01 22:00:00,ORD-1064,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,41,1,600,0.1,0.35,100.0,12.7755,92.71999999999998,11.845443599999998,0,1
2025-06-01 22:05:00,ORD-1065,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,39,0,450,0.35,1.5,100.0,11.704500000000001,95.0,11.119275,0,1
2025-06-01 22:05:00,ORD-1065,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,51,0,600,0.1,0.35,100.0,15.453,95.0,14.68035,0,1
2025-06-01 22:10:00,ORD-1066,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,60,0,450,0.35,1.5,100.0,17.977500000000003,95.0,17.078625000000002,0,1
2025-06-01 22:10:00,ORD-1066,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,4,0,600,0.1,0.35,100.0,1.3005,95.0,1.235475,0,1
2025-06-01 22:10:00,ORD-1066,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,44,0,600,0.1,0.35,100.0,13.3875,95.0,12.718125,0,1
2025-06-01 22:15:00,ORD-1067,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,5,0,450,0.35,1.5,100.0,1.377,95.0,1.30815,0,1
2025-06-01 22:15:00,ORD-1067,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,48,0,450,0.35,1.5,100.0,13.999500000000001,95.0,13.299525,0,1
2025-06-01 22:15:00,ORD-1067,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,54,1,450,0.35,1.5,100.0,16.4475,93.28999999999999,15.343872750000001,0,1
2025-06-01 22:15:00,ORD-1067,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,51,0,600,0.1,0.35,100.0,16.1415,95.0,15.334425,0,1
2025-06-01 22:15:00,ORD-1067,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,31,2,600,0.1,0.35,80.0,50.1075,89.205,35.7587163,0,1
2025-06-01 22:20:00,ORD-1068,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,53,0,450,0.35,1.5,100.0,14.841000000000001,95.0,14.09895,0,1
2025-06-01 22:20:00,ORD-1068,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,23,0,450,0.35,1.5,80.0,33.507,95.0,25.46532,0,1
2025-06-01 22:20:00,ORD-1068,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,60,2,450,0.35,1.5,100.0,18.5895,91.96,17.0949042,0,1
2025-06-01 22:20:00,ORD-1068,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,40,2,600,0.1,0.35,100.0,13.310999999999998,90.44,12.0384684,0,1
2025-06-01 22:20:00,ORD-1068,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,49,2,600,0.1,0.35,100.0,15.453,91.29499999999999,14.107816349999997,0,1
2025-06-01 22:25:00,ORD-1069,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,33,2,500,0.15,0.5,100.0,9.5625,89.585,8.566565625,0,1
2025-06-01 22:25:00,ORD-1069,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,55,1,450,0.35,1.5,100.0,15.6825,93.28999999999999,14.630204249999998,0,1
2025-06-01 22:25:00,ORD-1069,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,1,0,450,0.35,1.5,80.0,1.4535,95.0,1.10466,0,1
2025-06-01 22:25:00,ORD-1069,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,50,1,450,0.35,1.5,100.0,15.299999999999999,93.1,14.2443,0,1
2025-06-01 22:25:00,ORD-1069,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,52,1,600,0.1,0.35,100.0,16.7535,93.195,15.613424324999997,0,1
2025-06-01 22:25:00,ORD-1069,LINE3,LINE3-PCK,Packer,SKU-3001,8oz Kids Drink,Running,,43,0,600,0.1,0.35,100.0,13.081500000000002,95.0,12.427425000000001,0,1
2025-06-01 22:30:00,ORD-1070,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,50,1,500,0.15,0.5,100.0,13.922999999999998,93.1,12.962312999999996,0,1
2025-06-01 22:30:00,ORD-1070,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,49,1,450,0.35,1.5,100.0,13.999500000000001,93.1,13.0335345,0,1
2025-06-01 22:30:00,ORD-1070,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,58,0,450,0.35,1.5,100.0,16.9065,95.0,16.061175,0,1
2025-06-01 22:30:00,ORD-1070,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,51,0,450,0.35,1.5,100.0,15.299999999999999,95.0,14.535,0,1
2025-06-01 22:30:00,ORD-1070,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,20,1,600,0.1,0.35,80.0,33.277499999999996,90.44,24.0769368,0,1
2025-06-01 22:30:00,ORD-1070,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,36,0,600,0.1,0.35,100.0,9.868500000000001,95.0,9.375075,0,1
2025-06-01 22:30:00,ORD-1070,LINE3,LINE3-PCK,Packer,UNKNOWN,Unknown Product,Stopped,major_failure,0,0,350,0.45,1.5,100.0,0.0,95.0,0.0,0,1
2025-06-01 22:35:00,ORD-1071,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,54,1,500,0.15,0.5,100.0,14.152500000000002,93.28999999999999,13.202867250000002,0,1
2025-06-01 22:35:00,ORD-1071,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,35,0,500,0.15,0.5,100.0,8.721,95.0,8.28495,0,1
2025-06-01 22:35:00,ORD-1071,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,53,1,500,0.15,0.5,100.0,14.7645,93.195,13.759775775,0,1
2025-06-01 22:35:00,ORD-1071,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,33,0,450,0.35,1.5,80.0,46.205999999999996,95.0,35.11656,0,1
2025-06-01 22:35:00,ORD-1071,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,53,0,450,0.35,1.5,100.0,15.453,95.0,14.68035,0,1
2025-06-01 22:35:00,ORD-1071,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,47,4,450,0.35,1.5,100.0,15.299999999999999,87.59,13.401270000000002,0,1
2025-06-01 22:35:00,ORD-1071,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,46,1,600,0.1,0.35,100.0,14.9175,93.005,13.874020875,0,1
2025-06-01 22:35:00,ORD-1071,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,47,1,600,0.1,0.35,100.0,13.081500000000002,93.005,12.166449075,0,1
2025-06-01 22:40:00,ORD-1072,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,46,0,500,0.15,0.5,80.0,59.134499999999996,95.0,44.94221999999999,0,1
2025-06-01 22:40:00,ORD-1072,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,65,0,500,0.15,0.5,100.0,16.1415,95.0,15.334425,0,1
2025-06-01 22:40:00,ORD-1072,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,59,0,500,0.15,0.5,100.0,16.1415,95.0,15.334425,0,1
2025-06-01 22:40:00,ORD-1072,LINE2,LINE2-FIL,Filler,SKU-1002,16oz Energy Drink,Running,,44,7,450,0.35,1.5,100.0,14.305499999999999,81.985,11.728364175,0,1
2025-06-01 22:40:00,ORD-1072,LINE2,LINE2-PAL,Palletizer,SKU-1002,16oz Energy Drink,Running,,46,0,450,0.35,1.5,100.0,13.3875,95.0,12.718125,0,1
2025-06-01 22:40:00,ORD-1072,LINE2,LINE2-PCK,Packer,SKU-1002,16oz Energy Drink,Running,,32,0,450,0.35,1.5,80.0,47.889,95.0,36.39564,0,1
2025-06-01 22:40:00,ORD-1072,LINE3,LINE3-FIL,Filler,SKU-3001,8oz Kids Drink,Running,,47,1,600,0.1,0.35,100.0,15.2235,93.005,14.158616174999997,0,1
2025-06-01 22:40:00,ORD-1072,LINE3,LINE3-PAL,Palletizer,SKU-3001,8oz Kids Drink,Running,,55,1,600,0.1,0.35,100.0,15.299999999999999,93.28999999999999,14.273369999999998,0,1
2025-06-01 22:45:00,ORD-1073,LINE1,LINE1-FIL,Filler,SKU-1001,12oz Sparkling Water,Running,,54,3,500,0.15,0.5,100.0,14.688,89.965,13.214059200000001,0,1
2025-06-01 22:45:00,ORD-1073,LINE1,LINE1-PAL,Palletizer,SKU-1001,12oz Sparkling Water,Running,,58,1,500,0.15,0.5,100.0,14.688,93.38499999999999,13.716388799999997,0,1
2025-06-01 22:45:00,ORD-1073,LINE1,LINE1-PCK,Packer,SKU-1001,12oz Sparkling Water,Running,,19,1,500,0.15,0.5,80.0,27.3105,90.25,19.718181,0,1
